,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,PMID,Unnamed: 0.1,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 0
15968,True,False,True,False,False,29551889,12696,Combined application of tenuigenin and β-asarone improved the efficacy of memantine in treating moderate-to-severe Alzheimer's disease,"Chang W, Teng J.",Drug Des Devel Ther. 2018 Mar 5;12:455-462. doi: 10.2147/DDDT.S155567. eCollection 2018.,Chang W,Drug Des Devel Ther,2018,2018/03/20,PMC5842771,,10.2147/DDDT.S155567,
15969,False,False,True,False,False,29527500,12764,Metabolic brain networks in aging and preclinical Alzheimer's disease,"Arnemann KL, Stöber F, Narayan S, Rabinovici GD, Jagust WJ.",Neuroimage Clin. 2017 Dec 28;17:987-999. doi: 10.1016/j.nicl.2017.12.037. eCollection 2018.,Arnemann KL,Neuroimage Clin,2017,2018/03/13,PMC5842784,,10.1016/j.nicl.2017.12.037,
15970,True,False,True,False,False,29480186,12909,Meta-Analysis of Personality Traits in Alzheimer's Disease: A Comparison with Healthy Subjects,"D'Iorio A, Garramone F, Piscopo F, Baiano C, Raimo S, Santangelo G.",J Alzheimers Dis. 2018;62(2):773-787. doi: 10.3233/JAD-170901.,D'Iorio A,J Alzheimers Dis,2018,2018/02/27,PMC5842787,,10.3233/JAD-170901,
15971,True,False,True,False,False,29448241,12983,Comprehensive analysis of differentially expressed profiles of Alzheimer's disease associated circular RNAs in an Alzheimer's disease mouse model,"Huang JL, Qin MC, Zhou Y, Xu ZH, Yang SM, Zhang F, Zhong J, Liang MK, Chen B, Zhang WY, Wu DP, Zhong ZG.",Aging (Albany NY). 2018 Feb 15;10(2):253-265. doi: 10.18632/aging.101387.,Huang JL,Aging (Albany NY),2018,2018/02/16,PMC5842852,,10.18632/aging.101387,
15974,True,False,True,False,False,29518107,12787,Gene-gene interactions among coding genes of iron-homeostasis proteins and APOE-alleles in cognitive impairment diseases,"Tisato V, Zuliani G, Vigliano M, Longo G, Franchini E, Secchiero P, Zauli G, Paraboschi EM, Vikram Singh A, Serino ML, Ortolani B, Zurlo A, Bosi C, Greco A, Seripa D, Asselta R, Gemmati D.",PLoS One. 2018 Mar 8;13(3):e0193867. doi: 10.1371/journal.pone.0193867. eCollection 2018.,Tisato V,PLoS One,2018,2018/03/09,PMC5843269,,10.1371/journal.pone.0193867,
15982,True,False,True,False,False,29523845,12774,Whole transcriptome profiling of Late-Onset Alzheimer's Disease patients provides insights into the molecular changes involved in the disease,"Annese A, Manzari C, Lionetti C, Picardi E, Horner DS, Chiara M, Caratozzolo MF, Tullo A, Fosso B, Pesole G, D'Erchia AM.",Sci Rep. 2018 Mar 9;8(1):4282. doi: 10.1038/s41598-018-22701-2.,Annese A,Sci Rep,2018,2018/03/11,PMC5844946,,10.1038/s41598-018-22701-2,
15991,True,False,True,False,False,29436599,13010,Experimental study on the neurotoxic effect of β-amyloid on the cytoskeleton of PC12 cells,"Wang L, Cao J, Shi Z, Fan W, Liu H, Deng J, Deng J.",Int J Mol Med. 2018 May;41(5):2764-2770. doi: 10.3892/ijmm.2018.3467. Epub 2018 Feb 7.,Wang L,Int J Mol Med,2018,2018/02/14,PMC5846656,,10.3892/ijmm.2018.3467,
15993,True,False,True,False,True,29124761,13802,Longitudinal investigation of neuroinflammation and metabolite profiles in the APP(swe) ×PS1(Δe9) transgenic mouse model of Alzheimer's disease,"Chaney A, Bauer M, Bochicchio D, Smigova A, Kassiou M, Davies KE, Williams SR, Boutin H.",J Neurochem. 2018 Feb;144(3):318-335. doi: 10.1111/jnc.14251. Epub 2017 Dec 15.,Chaney A,J Neurochem,2018,2017/11/11,PMC5846890,,10.1111/jnc.14251,
15994,True,False,True,False,True,29167913,13699,"Synergistic enhancing-memory effect of donepezil and S 47445, an AMPA positive allosteric modulator, in middle-aged and aged mice","Bretin S, Krazem A, Henkous N, Froger-Colleaux C, Mocaer E, Louis C, Perdaems N, Marighetto A, Beracochea D.",Psychopharmacology (Berl). 2018 Mar;235(3):771-787. doi: 10.1007/s00213-017-4792-5. Epub 2017 Nov 22.,Bretin S,Psychopharmacology (Berl),2018,2017/11/24,PMC5847048,,10.1007/s00213-017-4792-5,
16004,True,False,True,False,False,29533394,12747,Global quantitative analysis of the human brain proteome in Alzheimer's and Parkinson's Disease,"Ping L, Duong DM, Yin L, Gearing M, Lah JJ, Levey AI, Seyfried NT.",Sci Data. 2018 Mar 13;5:180036. doi: 10.1038/sdata.2018.36.,Ping L,Sci Data,2018,2018/03/14,PMC5848788,,10.1038/sdata.2018.36,
16005,True,False,True,False,False,29535332,12741,Rare human Caspase-6-R65W and Caspase-6-G66R variants identify a novel regulatory region of Caspase-6 activity,"Tubeleviciute-Aydin A, Zhou L, Sharma G, Soni IV, Savinov SN, Hardy JA, LeBlanc AC.",Sci Rep. 2018 Mar 13;8(1):4428. doi: 10.1038/s41598-018-22283-z.,Tubeleviciute-Aydin A,Sci Rep,2018,2018/03/15,PMC5849602,,10.1038/s41598-018-22283-z,
16006,True,False,True,False,False,29535344,12740,Novel 2-pheynlbenzofuran derivatives as selective butyrylcholinesterase inhibitors for Alzheimer's disease,"Kumar A, Pintus F, Di Petrillo A, Medda R, Caria P, Matos MJ, Viña D, Pieroni E, Delogu F, Era B, Delogu GL, Fais A.",Sci Rep. 2018 Mar 13;8(1):4424. doi: 10.1038/s41598-018-22747-2.,Kumar A,Sci Rep,2018,2018/03/15,PMC5849682,,10.1038/s41598-018-22747-2,
16009,True,False,True,False,False,29353232,13237,Albuminuria Increases the Risks for Both Alzheimer Disease and Vascular Dementia in Community-Dwelling Japanese Elderly: The Hisayama Study,"Takae K, Hata J, Ohara T, Yoshida D, Shibata M, Mukai N, Hirakawa Y, Kishimoto H, Tsuruya K, Kitazono T, Kiyohara Y, Ninomiya T.",J Am Heart Assoc. 2018 Jan 20;7(2):e006693. doi: 10.1161/JAHA.117.006693.,Takae K,J Am Heart Assoc,2018,2018/01/22,PMC5850144,,10.1161/JAHA.117.006693,
16013,True,False,True,False,False,29230441,13543,Detection of Aβ plaque-associated astrogliosis in Alzheimer's disease brain by spectroscopic imaging and immunohistochemistry,"Palombo F , Tamagnini F , Jeynes JCG , Mattana S , Swift I , Nallala J , Hancock J , Brown JT , Randall AD , Stone N .",Analyst. 2018 Feb 12;143(4):850-857. doi: 10.1039/c7an01747b.,Palombo F,Analyst,2018,2017/12/13,PMC5851084,,10.1039/c7an01747b,
16023,True,False,True,False,False,29686739,12397,Screening for Emotional Expression in Frontotemporal Dementia: A Pilot Study,"Carr AR, Ashla MM, Jimenez EE, Mendez MF.",Behav Neurol. 2018 Mar 1;2018:8187457. doi: 10.1155/2018/8187457. eCollection 2018.,Carr AR,Behav Neurol,2018,2018/04/25,PMC5852854,,10.1155/2018/8187457,
16031,True,False,True,False,False,29545639,12711,Electroencephalographic derived network differences in Lewy body dementia compared to Alzheimer's disease patients,"Peraza LR, Cromarty R, Kobeleva X, Firbank MJ, Killen A, Graziadio S, Thomas AJ, O'Brien JT, Taylor JP.",Sci Rep. 2018 Mar 15;8(1):4637. doi: 10.1038/s41598-018-22984-5.,Peraza LR,Sci Rep,2018,2018/03/17,PMC5854590,,10.1038/s41598-018-22984-5,
16033,True,False,True,False,False,29545579,12713,An acute functional screen identifies an effective antibody targeting amyloid-β oligomers based on calcium imaging,"Wang X, Kastanenka KV, Arbel-Ornath M, Commins C, Kuzuya A, Lariviere AJ, Krafft GA, Hefti F, Jerecic J, Bacskai BJ.",Sci Rep. 2018 Mar 15;8(1):4634. doi: 10.1038/s41598-018-22979-2.,Wang X,Sci Rep,2018,2018/03/17,PMC5854710,,10.1038/s41598-018-22979-2,
16042,True,False,True,False,False,29463001,12944,The Cyanthin Diterpenoid and Sesterterpene Constituents of Hericium erinaceus Mycelium Ameliorate Alzheimer's Disease-Related Pathologies in APP/PS1 Transgenic Mice,"Tzeng TT, Chen CC, Chen CC, Tsay HJ, Lee LY, Chen WP, Shen CC, Shiao YJ.",Int J Mol Sci. 2018 Feb 17;19(2):598. doi: 10.3390/ijms19020598.,Tzeng TT,Int J Mol Sci,2018,2018/02/22,PMC5855820,,10.3390/ijms19020598,
16048,True,False,True,False,False,29547627,12706,Critical role of C-terminal residues of the Alzheimer's associated β-amyloid protein in mediating antiviral activity and modulating viral and bacterial interactions with neutrophils,"White MR, Kandel R, Hsieh IN, De Luna X, Hartshorn KL.",PLoS One. 2018 Mar 16;13(3):e0194001. doi: 10.1371/journal.pone.0194001. eCollection 2018.,White MR,PLoS One,2018,2018/03/17,PMC5856391,,10.1371/journal.pone.0194001,
16058,True,False,False,False,False,29414905,13072,Clinical Aspects of Foot Health in Individuals with Alzheimer's Disease,"López-López D, Grela-Fariña M, Losa-Iglesias ME, Calvo-Lobo C, Rodríguez-Sanz D, Palomo-López P, Becerro-de-Bengoa-Vallejo R.",Int J Environ Res Public Health. 2018 Feb 7;15(2):286. doi: 10.3390/ijerph15020286.,López-López D,Int J Environ Res Public Health,2018,2018/02/08,PMC5858355,,10.3390/ijerph15020286,
16061,True,False,True,False,True,29555910,12688,Analysis of microRNA and Gene Expression Profiles in Alzheimer's Disease: A Meta-Analysis Approach,"Moradifard S, Hoseinbeyki M, Ganji SM, Minuchehr Z.",Sci Rep. 2018 Mar 19;8(1):4767. doi: 10.1038/s41598-018-20959-0.,Moradifard S,Sci Rep,2018,2018/03/21,PMC5859169,,10.1038/s41598-018-20959-0,
16062,True,False,False,False,False,29555950,12687,"Zinc ion rapidly induces toxic, off-pathway amyloid-β oligomers distinct from amyloid-β derived diffusible ligands in Alzheimer's disease","Lee MC, Yu WC, Shih YH, Chen CY, Guo ZH, Huang SJ, Chan JCC, Chen YR.",Sci Rep. 2018 Mar 19;8(1):4772. doi: 10.1038/s41598-018-23122-x.,Lee MC,Sci Rep,2018,2018/03/21,PMC5859292,,10.1038/s41598-018-23122-x,
16066,True,False,True,False,False,29559004,12679,"Diagnostic value of cerebrospinal fluid tau, neurofilament, and progranulin in definite frontotemporal lobar degeneration","Goossens J, Bjerke M, Van Mossevelde S, Van den Bossche T, Goeman J, De Vil B, Sieben A, Martin JJ, Cras P, De Deyn PP, Van Broeckhoven C, van der Zee J, Engelborghs S.",Alzheimers Res Ther. 2018 Mar 20;10(1):31. doi: 10.1186/s13195-018-0364-0.,Goossens J,Alzheimers Res Ther,2018,2018/03/22,PMC5859717,,10.1186/s13195-018-0364-0,
16069,True,False,True,False,False,27810851,16864,"Differences in diagnostic process, treatment and social Support for Alzheimer's dementia between primary and specialist care: resultss from the Swedish Dementia Registry","Garcia-Ptacek S, Modéer IN, Kåreholt I, Fereshtehnejad SM, Farahmand B, Religa D, Eriksdotter M.",Age Ageing. 2017 Mar 1;46(2):314-319. doi: 10.1093/ageing/afw189.,Garcia-Ptacek S,Age Ageing,2017,2016/11/05,PMC5859983,,10.1093/ageing/afw189,
16074,True,False,True,False,False,29048466,14016,PyBEL: a computational framework for Biological Expression Language,"Hoyt CT, Konotopez A, Ebeling C, Wren J.",Bioinformatics. 2018 Feb 15;34(4):703-704. doi: 10.1093/bioinformatics/btx660.,Hoyt CT,Bioinformatics,2018,2017/10/20,PMC5860616,,10.1093/bioinformatics/btx660,
16075,True,False,True,False,False,29558517,12683,Diagnosis of Alzheimer's disease with Electroencephalography in a differential framework,"Houmani N, Vialatte F, Gallego-Jutglà E, Dreyfus G, Nguyen-Michel VH, Mariani J, Kinugawa K.",PLoS One. 2018 Mar 20;13(3):e0193607. doi: 10.1371/journal.pone.0193607. eCollection 2018.,Houmani N,PLoS One,2018,2018/03/21,PMC5860733,,10.1371/journal.pone.0193607,
16078,True,False,True,False,False,29558979,12681,Cerebrospinal fluid in the differential diagnosis of Alzheimer's disease: clinical utility of an extended panel of biomarkers in a specialist cognitive clinic,"Paterson RW, Slattery CF, Poole T, Nicholas JM, Magdalinou NK, Toombs J, Chapman MD, Lunn MP, Heslegrave AJ, Foiani MS, Weston PSJ, Keshavan A, Rohrer JD, Rossor MN, Warren JD, Mummery CJ, Blennow K, Fox NC, Zetterberg H, Schott JM.",Alzheimers Res Ther. 2018 Mar 20;10(1):32. doi: 10.1186/s13195-018-0361-3.,Paterson RW,Alzheimers Res Ther,2018,2018/03/22,PMC5861624,,10.1186/s13195-018-0361-3,
16079,True,False,True,False,False,29558986,12680,Addition of the Aβ42/40 ratio to the cerebrospinal fluid biomarker profile increases the predictive value for underlying Alzheimer's disease dementia in mild cognitive impairment,"Baldeiras I, Santana I, Leitão MJ, Gens H, Pascoal R, Tábuas-Pereira M, Beato-Coelho J, Duro D, Almeida MR, Oliveira CR.",Alzheimers Res Ther. 2018 Mar 20;10(1):33. doi: 10.1186/s13195-018-0362-2.,Baldeiras I,Alzheimers Res Ther,2018,2018/03/22,PMC5861634,,10.1186/s13195-018-0362-2,
16091,True,False,True,False,True,29570705,12630,Random support vector machine cluster analysis of resting-state fMRI in Alzheimer's disease,"Bi XA, Shu Q, Sun Q, Xu Q.",PLoS One. 2018 Mar 23;13(3):e0194479. doi: 10.1371/journal.pone.0194479. eCollection 2018.,Bi XA,PLoS One,2018,2018/03/24,PMC5865739,,10.1371/journal.pone.0194479,
16096,True,False,False,False,False,29212848,13586,Association of complement receptor 1 gene polymorphisms with cognitive function,"Zijlstra LE, Jukema JW, Mooijaart SP, de Vries MA, Stott DJ, Castro Cabezas M, Trompet S.",Physiol Genomics. 2018 Feb 1;50(2):102-103. doi: 10.1152/physiolgenomics.00102.2017. Epub 2017 Dec 8.,Zijlstra LE,Physiol Genomics,2018,2017/12/08,PMC5867616,,10.1152/physiolgenomics.00102.2017,
16097,True,False,True,False,False,29538306,12735,Anti-BACE1 and Antimicrobial Activities of Steroidal Compounds Isolated from Marine Urechis unicinctus,"Zhu YZ, Liu JW, Wang X, Jeong IH, Ahn YJ, Zhang CJ.",Mar Drugs. 2018 Mar 14;16(3):94. doi: 10.3390/md16030094.,Zhu YZ,Mar Drugs,2018,2018/03/15,PMC5867638,,10.3390/md16030094,
16103,True,False,True,False,False,29248892,13502,Peripheral inflammation in prodromal Alzheimer's and Lewy body dementias,"King E, O'Brien JT, Donaghy P, Morris C, Barnett N, Olsen K, Martin-Ruiz C, Taylor JP, Thomas AJ.",J Neurol Neurosurg Psychiatry. 2018 Apr;89(4):339-345. doi: 10.1136/jnnp-2017-317134. Epub 2017 Dec 16.,King E,J Neurol Neurosurg Psychiatry,2018,2017/12/18,PMC5869446,,10.1136/jnnp-2017-317134,
16106,True,False,True,False,False,29587731,12596,Highly water pressurized brown rice improves cognitive dysfunction in senescence-accelerated mouse prone 8 and reduces amyloid beta in the brain,"Okuda M, Fujita Y, Katsube T, Tabata H, Yoshino K, Hashimoto M, Sugimoto H.",BMC Complement Altern Med. 2018 Mar 27;18(1):110. doi: 10.1186/s12906-018-2167-z.,Okuda M,BMC Complement Altern Med,2018,2018/03/29,PMC5869774,,10.1186/s12906-018-2167-z,
16107,True,False,True,False,False,28611236,15057,Quantitation of circulating GDF-11 and β2-MG in aged patients with age-related impairment in cognitive function,"Yang R, Fu S, Zhao L, Zhen B, Ye L, Niu X, Li X, Zhang P, Bai J.",Clin Sci (Lond). 2017 Jul 7;131(15):1895-1904. doi: 10.1042/CS20171028. Print 2017 Aug 1.,Yang R,Clin Sci (Lond),2017,2017/06/15,PMC5869852,,10.1042/CS20171028,
16110,True,False,False,False,False,29226872,13555,While I Still Remember: 30 Years of Alzheimer's Disease Research,Shea TB.,J Alzheimers Dis. 2018;62(3):1049-1057. doi: 10.3233/JAD-170724.,Shea TB,J Alzheimers Dis,2018,2017/12/12,PMC5870003,,10.3233/JAD-170724,
16112,True,False,True,False,False,29587752,12594,Alzheimer-like brain metabolic and structural features in cholesterol-fed rabbit detected by magnetic resonance imaging,"Jin P, Pan Y, Pan Z, Xu J, Lin M, Sun Z, Chen M, Xu M.",Lipids Health Dis. 2018 Mar 27;17(1):61. doi: 10.1186/s12944-018-0705-9.,Jin P,Lipids Health Dis,2018,2018/03/29,PMC5870103,,10.1186/s12944-018-0705-9,
16113,True,False,True,False,False,29587747,12595,Memantine loaded PLGA PEGylated nanoparticles for Alzheimer's disease: in vitro and in vivo characterization,"Sánchez-López E, Ettcheto M, Egea MA, Espina M, Cano A, Calpena AC, Camins A, Carmona N, Silva AM, Souto EB, García ML.",J Nanobiotechnology. 2018 Mar 27;16(1):32. doi: 10.1186/s12951-018-0356-z.,Sánchez-López E,J Nanobiotechnology,2018,2018/03/29,PMC5870370,,10.1186/s12951-018-0356-z,
16114,True,False,True,False,False,29587871,12592,Amyloid-beta modulates microglial responses by binding to the triggering receptor expressed on myeloid cells 2 (TREM2),"Zhong L, Wang Z, Wang D, Wang Z, Martens YA, Wu L, Xu Y, Wang K, Li J, Huang R, Can D, Xu H, Bu G, Chen XF.",Mol Neurodegener. 2018 Mar 27;13(1):15. doi: 10.1186/s13024-018-0247-7.,Zhong L,Mol Neurodegener,2018,2018/03/29,PMC5870375,,10.1186/s13024-018-0247-7,
16116,True,False,True,True,False,28881979,14351,Identification of associations between genotypes and longitudinal phenotypes via temporally-constrained group sparse canonical correlation analysis,"Hao X, Li C, Yan J, Yao X, Risacher SL, Saykin AJ, Shen L, Zhang D; Alzheimer’s Disease Neuroimaging Initiative.",Bioinformatics. 2017 Jul 15;33(14):i341-i349. doi: 10.1093/bioinformatics/btx245.,Hao X,Bioinformatics,2017,2017/09/09,PMC5870577,,10.1093/bioinformatics/btx245,
16122,True,False,True,False,False,28881976,14352,Increasing the power of meta-analysis of genome-wide association studies to detect heterogeneous effects,"Lee CH, Eskin E, Han B.",Bioinformatics. 2017 Jul 15;33(14):i379-i388. doi: 10.1093/bioinformatics/btx242.,Lee CH,Bioinformatics,2017,2017/09/09,PMC5870848,,10.1093/bioinformatics/btx242,
16125,True,False,True,False,False,29192843,13640,Somatostatin in Alzheimer's disease: A new Role for an Old Player,"Solarski M, Wang H, Wille H, Schmitt-Ulms G.",Prion. 2018 Jan 2;12(1):1-8. doi: 10.1080/19336896.2017.1405207. Epub 2018 Jan 31.,Solarski M,Prion,2018,2017/12/02,PMC5871028,,10.1080/19336896.2017.1405207,
16134,True,False,True,False,True,29598827,12579,"Integrated biology approach reveals molecular and pathological interactions among Alzheimer's Aβ42, Tau, TREM2, and TYROBP in Drosophila models","Sekiya M, Wang M, Fujisaki N, Sakakibara Y, Quan X, Ehrlich ME, De Jager PL, Bennett DA, Schadt EE, Gandy S, Ando K, Zhang B, Iijima KM.",Genome Med. 2018 Mar 29;10(1):26. doi: 10.1186/s13073-018-0530-9.,Sekiya M,Genome Med,2018,2018/03/31,PMC5875009,,10.1186/s13073-018-0530-9,
16135,True,False,True,False,False,29567847,12643,"Reliability of coded data to identify earliest indications of cognitive decline, cognitive evaluation and Alzheimer's disease diagnosis: a pilot study in England","Dell'Agnello G, Desai U, Kirson NY, Wen J, Meiselbach MK, Reed CC, Belger M, Lenox-Smith A, Martinez C, Rasmussen J.",BMJ Open. 2018 Mar 22;8(3):e019684. doi: 10.1136/bmjopen-2017-019684.,Dell'Agnello G,BMJ Open,2018,2018/03/24,PMC5875601,,10.1136/bmjopen-2017-019684,
16138,True,False,True,False,False,29574441,12625,Lifestyle and vascular risk effects on MRI-based biomarkers of Alzheimer's disease: a cross-sectional study of middle-aged adults from the broader New York City area,"Mosconi L, Walters M, Sterling J, Quinn C, McHugh P, Andrews RE, Matthews DC, Ganzer C, Osorio RS, Isaacson RS, De Leon MJ, Convit A.",BMJ Open. 2018 Mar 23;8(3):e019362. doi: 10.1136/bmjopen-2017-019362.,Mosconi L,BMJ Open,2018,2018/03/26,PMC5875649,,10.1136/bmjopen-2017-019362,
16140,True,False,True,False,False,29599390,12577,Use of neuropsychological tests for the diagnosis of dementia: a survey of Italian memory clinics,"Di Pucchio A, Vanacore N, Marzolini F, Lacorte E, Di Fiandra T; I-DemObs Group, Gasparini M.",BMJ Open. 2018 Mar 28;8(3):e017847. doi: 10.1136/bmjopen-2017-017847.,Di Pucchio A,BMJ Open,2018,2018/03/31,PMC5875680,,10.1136/bmjopen-2017-017847,
16143,True,False,True,False,True,29554099,12691,The Pathway Coexpression Network: Revealing pathway relationships,"Pita-Juárez Y, Altschuler G, Kariotis S, Wei W, Koler K, Green C, Tanzi RE, Hide W.",PLoS Comput Biol. 2018 Mar 19;14(3):e1006042. doi: 10.1371/journal.pcbi.1006042. eCollection 2018 Mar.,Pita-Juárez Y,PLoS Comput Biol,2018,2018/03/20,PMC5875878,,10.1371/journal.pcbi.1006042,
16147,True,False,True,False,False,29494513,12858,"Health Disparities in the Relationship of Neighborhood Greenness to Mental Health Outcomes in 249,405 U.S. Medicare Beneficiaries","Brown SC, Perrino T, Lombard J, Wang K, Toro M, Rundek T, Gutierrez CM, Dong C, Plater-Zyberk E, Nardi MI, Kardys J, Szapocznik J.",Int J Environ Res Public Health. 2018 Mar 1;15(3):430. doi: 10.3390/ijerph15030430.,Brown SC,Int J Environ Res Public Health,2018,2018/03/02,PMC5876975,,10.3390/ijerph15030430,
16148,True,False,True,False,False,29495441,12853,Detection of Aggregation-Competent Tau in Neuron-Derived Extracellular Vesicles,"Guix FX, Corbett GT, Cha DJ, Mustapic M, Liu W, Mengel D, Chen Z, Aikawa E, Young-Pearse T, Kapogiannis D, Selkoe DJ, Walsh DM.",Int J Mol Sci. 2018 Feb 27;19(3):663. doi: 10.3390/ijms19030663.,Guix FX,Int J Mol Sci,2018,2018/03/03,PMC5877524,,10.3390/ijms19030663,
16149,True,False,True,False,False,29562600,12651,"Homocysteine Increases Tau Phosphorylation, Truncation and Oligomerization","Shirafuji N, Hamano T, Yen SH, Kanaan NM, Yoshida H, Hayashi K, Ikawa M, Yamamura O, Kuriyama M, Nakamoto Y.",Int J Mol Sci. 2018 Mar 17;19(3):891. doi: 10.3390/ijms19030891.,Shirafuji N,Int J Mol Sci,2018,2018/03/23,PMC5877752,,10.3390/ijms19030891,
16155,True,False,True,False,False,29608591,12568,Novel monoclonal antibodies targeting the microtubule-binding domain of human tau,"Croft CL, Moore BD, Ran Y, Chakrabarty P, Levites Y, Golde TE, Giasson BI.",PLoS One. 2018 Apr 2;13(4):e0195211. doi: 10.1371/journal.pone.0195211. eCollection 2018.,Croft CL,PLoS One,2018,2018/04/03,PMC5880389,,10.1371/journal.pone.0195211,
16159,True,False,False,False,False,29243055,13516,Population-based study suggests an increased risk of Alzheimer'sdisease in Sjögren's syndrome,"Liliang PC, Liang CL, Lu K, Yang SN, Hsieh MT, Tai YC, Wang KW.",Clin Rheumatol. 2018 Apr;37(4):935-941. doi: 10.1007/s10067-017-3940-y. Epub 2017 Dec 14.,Liliang PC,Clin Rheumatol,2018,2017/12/16,PMC5880848,,10.1007/s10067-017-3940-y,
16160,True,False,True,False,True,29483128,12891,ApoE facilitates the microglial response to amyloid plaque pathology,"Ulrich JD, Ulland TK, Mahan TE, Nyström S, Nilsson KP, Song WM, Zhou Y, Reinartz M, Choi S, Jiang H, Stewart FR, Anderson E, Wang Y, Colonna M, Holtzman DM.",J Exp Med. 2018 Apr 2;215(4):1047-1058. doi: 10.1084/jem.20171265. Epub 2018 Feb 26.,Ulrich JD,J Exp Med,2018,2018/02/28,PMC5881464,,10.1084/jem.20171265,
16161,True,False,True,False,False,29472250,12927,Tau protein liquid-liquid phase separation can initiate tau aggregation,"Wegmann S, Eftekharzadeh B, Tepper K, Zoltowska KM, Bennett RE, Dujardin S, Laskowski PR, MacKenzie D, Kamath T, Commins C, Vanderburg C, Roe AD, Fan Z, Molliex AM, Hernandez-Vega A, Muller D, Hyman AA, Mandelkow E, Taylor JP, Hyman BT.",EMBO J. 2018 Apr 3;37(7):e98049. doi: 10.15252/embj.201798049. Epub 2018 Feb 22.,Wegmann S,EMBO J,2018,2018/02/24,PMC5881631,,10.15252/embj.201798049,
16166,True,True,True,False,False,29615123,12551,Representativeness of European clinical trial populations in mild Alzheimer's disease dementia: a comparison of 18-month outcomes with real-world data from the GERAS observational study,"Reed C, Belger M, Dell'Agnello G, Kahle-Wrobleski K, Sethuraman G, Hake A, Raskin J, Henley D.",Alzheimers Res Ther. 2018 Apr 3;10(1):36. doi: 10.1186/s13195-018-0360-4.,Reed C,Alzheimers Res Ther,2018,2018/04/05,PMC5883304,,10.1186/s13195-018-0360-4,
16169,True,False,True,False,False,29615132,12549,Neuronal sphingosine kinase 2 subcellular localization is altered in Alzheimer's disease brain,"Dominguez G, Maddelein ML, Pucelle M, Nicaise Y, Maurage CA, Duyckaerts C, Cuvillier O, Delisle MB.",Acta Neuropathol Commun. 2018 Apr 3;6(1):25. doi: 10.1186/s40478-018-0527-z.,Dominguez G,Acta Neuropathol Commun,2018,2018/04/05,PMC5883421,,10.1186/s40478-018-0527-z,
16170,True,False,True,False,False,29615128,12550,Prion-like propagation of β-amyloid aggregates in the absence of APP overexpression,"Ruiz-Riquelme A, Lau HHC, Stuart E, Goczi AN, Wang Z, Schmitt-Ulms G, Watts JC.",Acta Neuropathol Commun. 2018 Apr 3;6(1):26. doi: 10.1186/s40478-018-0529-x.,Ruiz-Riquelme A,Acta Neuropathol Commun,2018,2018/04/05,PMC5883524,,10.1186/s40478-018-0529-x,
16171,True,False,True,False,False,29615111,12552,Metabolic correlates of reserve and resilience in MCI due to Alzheimer's Disease (AD),"Bauckneht M, Chincarini A, Piva R, Arnaldi D, Girtler N, Massa F, Pardini M, Grazzini M, Efeturk H, Pagani M, Sambuceti G, Nobili F, Morbelli S.",Alzheimers Res Ther. 2018 Apr 3;10(1):35. doi: 10.1186/s13195-018-0366-y.,Bauckneht M,Alzheimers Res Ther,2018,2018/04/05,PMC5883593,,10.1186/s13195-018-0366-y,
16172,True,False,False,False,False,29755713,12194,A Mobile Multimedia Reminiscence Therapy Application to Reduce Behavioral and Psychological Symptoms in Persons with Alzheimer's,"Imtiaz D, Khan A, Seelye A.",J Healthc Eng. 2018 Mar 21;2018:1536316. doi: 10.1155/2018/1536316. eCollection 2018.,Imtiaz D,J Healthc Eng,2018,2018/05/15,PMC5883928,,10.1155/2018/1536316,
16175,True,False,True,False,False,29755611,12195,Morphological Biomarker Differentiating MCI Converters from Nonconverters: Longitudinal Evidence Based on Hemispheric Asymmetry,"Long X, Jiang C, Zhang L.",Behav Neurol. 2018 Mar 19;2018:3954101. doi: 10.1155/2018/3954101. eCollection 2018.,Long X,Behav Neurol,2018,2018/05/15,PMC5884406,,10.1155/2018/3954101,
16178,True,False,True,False,False,29618789,12543,Altered DNA repair; an early pathogenic pathway in Alzheimer's disease and obesity,"Yu H, Harrison FE, Xia F.",Sci Rep. 2018 Apr 4;8(1):5600. doi: 10.1038/s41598-018-23644-4.,Yu H,Sci Rep,2018,2018/04/06,PMC5884847,,10.1038/s41598-018-23644-4,
16196,True,False,True,False,False,29622019,12532,In vitro antioxidant and cholinesterase inhibitory activities of Elatostema papillosum leaves and correlation with their phytochemical profiles: a study relevant to the treatment of Alzheimer's disease,"Ali Reza ASM, Hossain MS, Akhter S, Rahman MR, Nasrin MS, Uddin MJ, Sadik G, Khurshid Alam AHM.",BMC Complement Altern Med. 2018 Apr 5;18(1):123. doi: 10.1186/s12906-018-2182-0.,Ali Reza ASM,BMC Complement Altern Med,2018,2018/04/07,PMC5887180,,10.1186/s12906-018-2182-0,
